NMFS_DNA_ID	GENOTYPE_NUMBER	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	STATE_F	COUNTY_F	WATERSHED	TRIB_1	TRIB_2	WATER_NAME	REACH_SITE	HATCHERY	STRAIN	LATITUDE_F	LONGITUDE_F	LOCATION_COMMENTS_F	Sample_ID	OmyY1	OmyY1	R18251	R18251	R23044	R23044	R30220	R30220	R34286	R34286	R38993	R38993	SH114448	SH114448	R000200	R000200	R033859	R033859	R09768	R09768	R12730	R12730	R24463	R24463	R00586	R00586	R19198	R19198	R23330	R23330	R30355	R30355	R34385	R34385	R39365	R39365	SH121006	SH121006	R018277	R018277	R03418	R03418	R10226	R10226	R13191	R13191	R24493	R24493	R12738	R12738	R19633	R19633	R23813	R23813	R30423	R30423	R34662	R34662	R40094	R40094	SH127236	SH127236	R02551	R02551	R03924	R03924	R10530	R10530	R16543	R16543	R26255	R26255	R13730	R13730	R19731	R19731	R24068	R24068	R30589	R30589	R35324	R35324	R40152	R40152	OMS00116	OMS00116	R02676	R02676	R04143	R04143	R11238	R11238	R19868	R19868	R27050	R27050	R14225	R14225	R21285	R21285	R24273	R24273	R30678	R30678	R37205	R37205	R40252	R40252	OMS00143	OMS00143	R02783	R02783	R04203	R04203	R11353	R11353	R19948	R19948	R30551	R30551	R14383	R14383	R21330	R21330	R24370	R24370	R33010	R33010	R37229	R37229	R40319	R40319	OMS00144	OMS00144	R02785	R02785	R04760	R04760	R11790	R11790	R20353	R20353	R32124	R32124	R14511	R14511	R21561	R21561	R28680	R28680	R33411	R33411	R37560	R37560	R40342	R40342	OMS00159	OMS00159	R03042	R03042	R04944	R04944	R12528	R12528	R21023	R21023	R32692	R32692	R14589	R14589	R22570	R22570	R30015	R30015	R33562	R33562	R38346	R38346	R40580	R40580	OMS00169	OMS00169	R03306	R03306	R08985	R08985	R12611	R12611	R22488	R22488	R36639	R36639
M018346	001	M176	1G	BS00614	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	81	6.4							9/24/03		April		No		M018346	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	2						M018346_M176_1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M018346	002	M176	1G	BS00614	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	81	6.4							9/24/03		April		No		M018346	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	2						M018346_MACP_4G	0	0	2	4	2	2	1	2	3	4	4	4	2	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	1	2	3	4	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	1	1	3	1	3	1	3	1	2	3	4	2	4	4	4	4	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	3	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	1	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018347	001	M176	1H	BS00615	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	89	8.6							9/24/03		April		No		M018347	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	2						M018347_M176_1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M018347	002	M176	1H	BS00615	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	89	8.6							9/24/03		April		No		M018347	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	2						M018347_MACP_4H	0	0	4	4	2	4	0	0	4	4	3	4	2	4	3	3	0	0	2	2	4	4	0	0	3	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	2	2	4	4	3	3	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	2	4	4	1	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	3	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018348	001	M176	2A	BS00616	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	107	15.6							9/24/03		April		No		M018348	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018348_M176_2A	0	0	2	2	4	4	2	2	0	0	0	0	2	2	3	3	3	3	2	2	4	4	0	0	1	1	0	0	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	0	0	3	3	2	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	2	4	4	3	3	3	3	1	4	0	0	3	3	3	3	2	2	3	3	4	4	0	0	1	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	0	0	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	1	3	3	3	3	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	1	1	2	2	1	1	0	0	0	0
M018348	002	M176	2A	BS00616	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	107	15.6							9/24/03		April		No		M018348	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018348_MACP_5A	0	0	2	2	4	4	2	2	3	4	3	3	2	2	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	1	1	3	3	2	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	2	4	4	3	3	3	3	1	4	3	3	3	3	3	3	2	2	3	3	4	4	4	4	1	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	3	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	1	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	1	1	2	2	1	1	2	2	3	4
M018349	001	M176	2B	BS00617	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	71	4.7							9/24/03		April		No		M018349	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018349_M176_2B	0	0	2	2	2	4	2	2	3	4	3	3	2	2	3	3	3	3	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	0	0	3	3	3	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	0	0	1	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	3	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	0	0	2	2	1	1	3	3	3	3	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	1	1	2	2	1	1	0	0	0	0
M018349	002	M176	2B	BS00617	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	71	4.7							9/24/03		April		No		M018349	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018349_MACP_5B	0	0	2	2	2	4	2	2	3	4	3	3	2	2	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	1	1	3	3	3	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	4	4	1	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	3	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	1	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	2	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	1	1	2	2	1	1	2	2	3	4
M018350	001	M176	2C	BS00618	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	71	4.8							9/24/03		April		No		M018350	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018350_M176_2C	0	0	2	4	2	4	2	2	4	4	4	4	2	2	3	3	0	0	2	2	4	4	0	0	1	3	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	4	2	1	1	2	2	2	2	3	3	0	0	3	3	3	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	2	2	0	0	4	4	2	2	3	3	1	1	4	2	1	1	1	2	3	3	1	3	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	0	0	2	2	1	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	2	2	2	2	1	1	2	2	3	4
M018350	002	M176	2C	BS00618	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	71	4.8							9/24/03		April		No		M018350	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018350_MACP_5C	0	0	2	4	2	4	2	2	4	4	4	4	2	2	3	3	0	0	2	2	4	4	0	0	1	3	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	2	2	3	3	3	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	2	2	4	4	4	4	2	2	3	3	1	1	4	2	1	1	1	1	3	3	1	3	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	2	2	2	2	1	1	2	2	3	4
M018351	001	M176	2D	BS00619	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	89	8.5							9/24/03		April		No		M018351	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018351_M176_2D	0	0	2	4	2	4	1	2	3	4	4	4	4	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	0	0	1	4	2	4	3	4	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	3	4	3	3	1	3	1	1	1	3	1	3	1	3	2	2	3	4	2	2	0	0	4	4	2	2	3	3	1	4	4	2	1	3	1	2	1	3	1	1	1	2	1	2	1	1	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	4	4	1	3	3	3	0	0	1	2	1	4	2	4	4	2	3	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018351	002	M176	2D	BS00619	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	89	8.5							9/24/03		April		No		M018351	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018351_MACP_5D	0	0	2	4	2	4	1	2	3	4	4	4	2	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	0	0	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	1	2	3	3	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	3	4	3	3	1	3	1	1	1	3	1	3	1	3	2	2	3	4	2	2	4	4	4	4	2	2	3	3	1	4	4	2	1	3	1	2	1	3	1	1	1	2	1	2	1	1	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	3	3	4	4	1	2	1	4	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018352	001	M176	2E	BS00620	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	76	5.7							9/24/03		April		No		M018352	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018352_M176_2E	0	0	4	4	2	4	0	0	4	4	3	4	4	4	3	3	3	3	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	4	1	1	2	4	2	2	2	3	0	0	4	4	3	3	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	2	0	0	1	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	0	0	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	4	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	3	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	0	0	4	2	3	3	4	2	3	3
M018352	002	M176	2E	BS00620	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	76	5.7							9/24/03		April		No		M018352	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018352_MACP_5E	0	0	4	4	2	4	0	0	4	4	3	4	2	4	3	3	0	0	2	2	4	4	0	0	3	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	2	2	4	4	3	3	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	2	4	4	1	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	3	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018353	001	M176	2F	BS00621	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	66	3.6							9/24/03		April		No		M018353	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018353_M176_2F	0	0	2	4	2	4	1	2	4	4	3	3	4	4	3	3	3	3	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	4	1	1	2	4	2	2	2	3	0	0	3	3	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	3	4	1	3	3	3	1	1	1	3	1	3	1	3	1	2	3	4	2	2	0	0	4	4	2	2	3	3	1	4	4	4	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	3	1	3	0	0	2	4	1	3	4	4	1	3	3	3	2	4	2	2	1	1	2	4	4	2	3	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018353	002	M176	2F	BS00621	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	66	3.6							9/24/03		April		No		M018353	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018353_MACP_5F	0	0	2	4	2	4	1	2	4	4	3	3	2	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	2	2	3	3	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	3	4	1	3	3	3	1	1	1	3	1	3	1	3	1	2	3	4	2	2	4	4	4	4	2	2	3	3	1	4	4	4	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	3	1	3	0	0	2	4	1	3	1	4	1	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	0	0
M018354	001	M176	2G	BS00622	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	75	5.6							9/24/03		April		No		M018354	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018354_M176_2G	0	0	2	2	2	4	2	2	3	3	4	4	2	2	3	3	3	3	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	4	2	1	1	2	2	2	2	3	3	0	0	3	3	2	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	4	4	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	0	0	1	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	1	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	1	3	2	2	1	1	2	2	2	2	1	1	2	2	0	0
M018354	002	M176	2G	BS00622	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	75	5.6							9/24/03		April		No		M018354	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018354_MACP_5G	0	0	2	2	2	4	2	2	3	3	4	4	2	2	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	1	1	3	3	2	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	4	4	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	4	4	1	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	1	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	2	3	3	3	1	1	0	0	2	2	3	3	1	3	2	2	1	1	2	2	2	2	1	1	2	2	3	4
M018355	001	M176	2H	BS00623	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	165	53.1							9/24/03		April		No		M018355	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018355_M176_2H	0	0	4	4	2	2	1	1	4	4	4	4	4	4	3	3	3	3	2	2	4	4	0	0	1	3	0	0	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	4	1	1	2	4	2	2	2	3	0	0	4	4	3	3	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	3	4	1	3	1	3	1	4	1	3	1	3	1	3	0	0	3	4	2	2	0	0	4	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	3	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	0	0	4	2	3	3	0	0	3	3
M018355	002	M176	2H	BS00623	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	165	53.1							9/24/03		April		No		M018355	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	3						M018355_MACP_5H	0	0	4	4	2	2	0	0	4	4	4	4	2	4	3	3	0	0	2	2	4	4	0	0	3	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	2	2	4	4	3	3	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	3	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	2	4	4	4	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018356	001	M176	3A	BS00624	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	73	5.4							9/24/03		April		No		M018356	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	4						M018356_M176_3A	0	0	2	4	2	2	1	2	3	4	4	4	4	4	3	3	3	3	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	0	0	1	4	2	4	3	4	4	4	1	1	2	4	2	2	2	3	0	0	3	4	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	1	1	3	1	3	1	3	1	2	3	4	2	4	0	0	4	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	3	1	3	0	0	2	4	1	3	4	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	3	3	3	3	1	4	0	0	2	3	1	3	1	1	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018356	002	M176	3A	BS00624	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	73	5.4							9/24/03		April		No		M018356	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	4						M018356_MACP_6A	0	0	2	4	2	2	1	2	3	4	4	4	2	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	0	0	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	1	2	3	4	3	2	1	2	4	4	3	3	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	1	1	1	3	1	3	1	3	1	2	3	4	2	4	4	4	4	4	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	3	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	1	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M018357	001	M176	3B	BS00625	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	74	5.1							9/24/03		April		No		M018357	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	4						M018357_M176_3B	0	0	2	2	2	4	2	2	3	4	3	4	2	2	3	3	3	3	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	0	0	3	3	3	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	0	0	4	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	1	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	1	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	1	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	1	2	2	2	1	1	2	2	3	4
M018357	002	M176	3B	BS00625	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	74	5.1							9/24/03		April		No		M018357	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	4						M018357_MACP_6B	0	0	2	2	2	4	2	2	3	4	3	4	2	2	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	1	1	3	3	3	2	1	1	4	4	3	3	1	1	3	3	2	2	4	4	1	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	4	4	4	4	2	2	3	3	1	1	2	2	1	1	1	1	3	3	1	1	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	3	2	2	1	1	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	1	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	1	1	2	2	2	1	1	2	2	3	4
M018358	001	M176	3C	BS00626	A038	Southern Steelhead TRT	Oncorhynchus	mykiss	81	7							9/24/03		April		No		M018358	California	San Luis Obispo	Arroyo Grande Creek	Arroyo Grande Creek		Los Berros Canyon Creek	4						M018358_M176_3C	0	0	2	2	2	4	2	2	3	3	4	4	2	2	3	3	3	3	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	4	2	1	1	2	2	2	2	3	3	0	0	3	3	2	2	0	0	4	4	3	3	1	1	3	3	2	2	4	4	1	1	4	4	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	0	0	1	4	2	2	3	3	1	1	2	2	1	3	1	2	3	3	1	1	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	0	0	2	2	1	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	3	3	3	3	1	1	0	0	2	2	3	3	1	3	2	2	1	1	2	2	2	2	1	1	2	2	3	4
